1,1
2,2
4,2
7,2
11,2
15,2
19,2
23,2
27,2
31,2
36,3
41,5
46,7
51,9
56,11
60,12
64,12
68,11
73,9
78,7
82,5
85,4
87,4
88,5
89,7
89,8
88,8
86,7
83,6
81,5
80,3
80,2
81,2
83,3
84,3
84,2
84,1
83,1
83,2
82,2
82,3
81,3
81,4
80,4
80,5
81,6
82,6
84,7
85,7
87,6
88,6
88,7
87,7
85,8
84,8
83,7
82,7
80,6
79,5
79,3
79,2
78,2
78,3
79,4
79,6
80,7
81,7
83,8
86,8
88,7
89,5
89,4
88,3
86,3
85,3
84,2
84,1
85,1
87,1
90,1
93,1
95,2
96,4
96,7
95,11
95,14
96,16
98,17
99,17
99,16
98,16
96,17
93,19
91,20
90,20
89,19
87,18
84,18
80,18
76,18
72,18
68,18
65,18
63,19
62,19
61,19
61,20
