1,1
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,2
12,2
13,2
14,2
15,2
16,2
17,2
18,2
19,2
20,2
21,2
22,2
23,2
24,2
25,2
26,2
27,2
28,2
29,2
30,2
31,2
32,2
33,2
34,2
35,2
36,2
37,2
38,2
39,2
40,2
41,2
42,2
43,2
44,2
45,2
46,2
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,2
54,2
55,2
56,2
57,2
58,2
59,2
60,2
61,2
62,2
63,2
64,2
65,2
66,2
67,2
68,2
69,2
70,2
71,2
72,2
73,2
74,2
75,2
76,2
77,2
78,2
79,2
80,2
81,2
82,2
83,2
84,2
85,2
85,1
86,1
87,1
88,1
89,1
90,1
91,1
92,1
93,2
94,3
94,4
94,5
94,6
94,7
94,8
94,9
94,10
94,11
94,12
93,13
92,14
91,15
90,16
89,17
88,18
87,18
86,18
85,18
84,18
83,18
82,18
81,18
80,18
79,18
78,18
77,18
76,18
75,18
74,18
73,18
72,18
71,18
70,18
69,18
68,18
67,18
66,18
65,18
64,18
63,18
63,19
62,19
61,19
61,20
