77,56
76,56
74,56
71,56
67,56
62,56
56,56
49,56
41,56
34,56
28,56
23,56
19,56
16,56
13,55
11,53
10,51
10,48
10,44
10,39
10,33
10,26
10,20
10,15
10,11
10,8
10,6
11,5
13,4
16,4
20,4
25,4
31,4
37,4
42,4
46,4
49,4
51,4
53,5
55,7
56,8
57,10
57,12
56,13
54,15
51,18
49,22
48,25
47,29
47,34
47,38
47,41
47,43
48,45
50,47
52,48
53,48
53,47
53,45
53,42
54,39
55,37
57,36
60,36
63,36
65,36
67,37
69,39
72,42
74,44
77,46
80,47
83,47
85,47
86,47
86,46
86,44
85,43
83,41
80,38
78,34
76,31
74,27
73,23
73,20
74,18
76,17
79,17
83,17
86,17
88,17
89,18
90,19
92,21
93,24
93,28
93,32
94,35
96,37
97,38
98,40
98,43
98,47
98,50
97,52
95,53
92,54
88,54
84,55
81,56
